net,length_um
u_core0.ROW\[14\].COL\[1\].u_pe.b_out\[1\],65.72
_00770_,65.68
_23419_,65.66
_03251_,65.62
clknet_leaf_42_clk,65.61
u_core0.ROW\[20\].COL\[0\].u_pe.sum_out\[14\],65.6
_20684_,65.56
u_core0.ROW\[11\].COL\[1\].u_pe.b_out\[4\],65.5
clknet_leaf_39_clk,65.5
clknet_leaf_216_clk,65.46
_18612_,65.44
_23710_,65.42
u_core0.ROW\[26\].COL\[1\].u_pe.sum_out\[10\],65.42
clknet_leaf_234_clk,65.42
_17679_,65.4
_00528_,65.26
_20771_,65.26
_02173_,65.25
clknet_leaf_21_clk,65.1
u_core0.ROW\[27\].COL\[0\].u_pe.sum_out\[6\],64.98
clknet_leaf_187_clk,64.96
_02313_,64.82
_01498_,64.66
clknet_leaf_263_clk,64.66
_18072_,64.64
_21295_,64.62
_26423_,64.52
clknet_leaf_226_clk,64.52
_25137_,64.47
_00564_,64.465
_20128_,64.28
_03417_,64.24
clknet_leaf_259_clk,64.12
_13224_,64.025
_00565_,63.98
clknet_leaf_161_clk,63.98
clknet_leaf_246_clk,63.94
u_core0.ROW\[11\].COL\[1\].u_pe.b_out\[5\],63.9
_15557_,63.88
_04347_,63.86
net854,63.78
u_core0.ROW\[0\].COL\[1\].u_pe.sum_out\[7\],63.76
_22066_,63.74
u_core0.ROW\[28\].COL\[1\].u_pe.sum_out\[4\],63.74
_06242_,63.73
_19481_,63.72
_09809_,63.7
_18082_,63.68
_02307_,63.6
_06778_,63.6
_18900_,63.6
u_core0.ROW\[21\].COL\[1\].u_pe.b_out\[5\],63.6
_26976_,63.56
_00048_,63.54
_08217_,63.5
_24169_,63.46
u_core0.ROW\[4\].COL\[1\].u_pe.sum_out\[9\],63.4
_04435_,63.375
_04049_,63.36
u_core0.ROW\[23\].COL\[0\].u_pe.sum_out\[11\],63.34
clknet_leaf_274_clk,63.32
_07327_,63.3
_00740_,63.26
_17945_,63.22
_02896_,63.16
_04466_,63.16
u_core0.ROW\[4\].COL\[0\].u_pe.sum_out\[0\],63.1
_09500_,63.08
_15032_,63.08
u_core0.ROW\[22\].COL\[1\].u_pe.sum_out\[10\],63.04
_00575_,63
_24339_,62.96
_07378_,62.92
_12672_,62.92
clknet_leaf_88_clk,62.92
_22051_,62.82
_01016_,62.78
_00885_,62.76
_02708_,62.74
net621,62.62
_24158_,62.57
_11896_,62.54
_12048_,62.54
_14563_,62.51
u_core0.ROW\[29\].COL\[1\].u_pe.sum_out\[5\],62.38
u_core0.ROW\[11\].COL\[0\].u_pe.sum_out\[10\],62.36
_19493_,62.34
_25807_,62.34
_03547_,62.32
_22385_,62.32
_18358_,62.26
_04421_,62.16
u_core0.ROW\[17\].COL\[0\].u_pe.b_out\[1\],62.145
clknet_leaf_222_clk,62.12
_02556_,62.02
u_core0.ROW\[19\].COL\[1\].u_pe.sum_out\[9\],61.92
_26770_,61.84
_00354_,61.78
_00919_,61.78
_20683_,61.775
_10959_,61.76
mem0_rdata\[6\],61.75
clknet_leaf_279_clk,61.66
net675,61.66
clknet_leaf_170_clk,61.64
_24562_,61.52
_19796_,61.48
_04743_,61.39
_25698_,61.38
u_core0.ROW\[8\].COL\[1\].u_pe.b_out\[0\],61.38
_23445_,61.36
u_core0.ROW\[0\].COL\[1\].u_pe.sum_out\[5\],61.26
u_core0.ROW\[12\].COL\[1\].u_pe.b_out\[7\],61.24
_21774_,61.18
_25741_,61.14
clknet_leaf_141_clk,61.12
_08677_,61.04
u_core0.ROW\[3\].COL\[1\].u_pe.b_out\[7\],60.98
_00270_,60.945
_07376_,60.84
clknet_leaf_68_clk,60.81
_01697_,60.8
clknet_leaf_87_clk,60.8
_03060_,60.72
u_core0.ROW\[4\].COL\[1\].u_pe.sum_out\[1\],60.68
_24349_,60.58
_06535_,60.42
_04758_,60.35
_02537_,60.26
_15354_,60.26
_00957_,60.24
_05180_,60.24
_19677_,60.18
u_core0.ROW\[10\].COL\[0\].u_pe.a_out\[4\],60.1
_13236_,60.095
_18118_,60.08
_07881_,60.06
_23248_,60
u_core0.ROW\[8\].COL\[0\].u_pe.sum_out\[10\],60
_02215_,59.935
_00375_,59.88
_10404_,59.88
_01063_,59.85
_00272_,59.78
_00871_,59.74
_17558_,59.66
_05244_,59.64
clknet_leaf_45_clk,59.62
_25618_,59.56
clknet_leaf_20_clk,59.56
clknet_leaf_55_clk,59.5
u_core0.ROW\[25\].COL\[1\].u_pe.b_out\[0\],59.465
u_core0.ROW\[7\].COL\[1\].u_pe.sum_out\[1\],59.46
_24824_,59.36
_07841_,59.34
u_core0.ROW\[11\].COL\[0\].u_pe.b_out\[2\],59.34
_00059_,59.28
_08473_,59.275
clknet_leaf_181_clk,59.255
_04179_,59.24
_16419_,59.22
_22321_,59.22
_18096_,59.2
_08653_,59.185
_26746_,59.1
u_core0.ROW\[19\].COL\[1\].u_pe.sum_out\[5\],59.1
clknet_leaf_178_clk,59.06
_00879_,59.045
_02555_,58.94
_20542_,58.9
_14746_,58.86
_07957_,58.85
_12230_,58.8
_04046_,58.76
_10029_,58.735
_05678_,58.72
_16182_,58.6
u_core0.ROW\[27\].COL\[0\].u_pe.sum_out\[7\],58.5
_04132_,58.47
_07835_,58.46
_00850_,58.42
_10862_,58.32
_20013_,58.32
net995,58.32
_04080_,58.3
clknet_leaf_211_clk,58.26
_04580_,58.22
_11193_,58.2
_22100_,58.2
_06803_,58.15
_14813_,58.15
_22140_,58.14
_07270_,57.96
_26577_,57.96
_05868_,57.94
clknet_leaf_225_clk,57.94
_22076_,57.74
_03354_,57.72
_04810_,57.7
u_core0.ROW\[10\].COL\[0\].u_pe.sum_in\[9\],57.7
_18246_,57.66
_08840_,57.64
u_core0.ROW\[25\].COL\[0\].u_pe.sum_out\[7\],57.62
_22114_,57.6
_01647_,57.58
_03191_,57.58
_02713_,57.54
_09703_,57.5
_23387_,57.49
_25990_,57.46
_02214_,57.42
_18187_,57.42
clknet_leaf_267_clk,57.42
clknet_leaf_243_clk,57.38
_02887_,57.36
_24357_,57.32
_08253_,57.3
_21427_,57.26
_15179_,57.22
_22268_,57.2
_00293_,57.14
_25564_,57.14
net1021,57.14
_04405_,57.12
_23212_,57.12
_20739_,57.1
_00229_,57.06
clknet_leaf_35_clk,57.015
_16583_,56.94
clknet_leaf_82_clk,56.9
_07914_,56.895
_19276_,56.88
u_core0.ROW\[5\].COL\[0\].u_pe.sum_out\[3\],56.84
_00304_,56.82
_11166_,56.82
clknet_leaf_4_clk,56.8
_07739_,56.78
_00193_,56.76
_00534_,56.76
clknet_leaf_120_clk,56.7
clknet_leaf_153_clk,56.64
_26861_,56.58
_24591_,56.54
_06944_,56.52
_15000_,56.52
_24146_,56.44
_22087_,56.41
_00952_,56.4
_18269_,56.38
_23764_,56.36
_03049_,56.34
clknet_leaf_59_clk,56.34
clknet_leaf_92_clk,56.3
_08502_,56.26
_01060_,56.245
_08598_,56.22
_19539_,56.21
u_core0.ROW\[4\].COL\[0\].u_pe.sum_out\[2\],56.18
_00223_,56.16
_22155_,56.16
_00963_,56.14
_07606_,56.135
clknet_leaf_176_clk,56.12
_03100_,56.1
_05384_,56.1
_08510_,56.08
_23332_,56.06
_25078_,56.06
_23010_,56
clknet_leaf_33_clk,55.98
clknet_leaf_61_clk,55.98
_00870_,55.96
u_core0.ROW\[31\].COL\[0\].u_pe.sum_out\[9\],55.92
_14714_,55.86
_00962_,55.84
clknet_leaf_97_clk,55.84
u_core0.ROW\[22\].COL\[1\].u_pe.sum_out\[9\],55.82
_07146_,55.8
clknet_leaf_280_clk,55.8
_08036_,55.79
u_core0.ROW\[29\].COL\[0\].u_pe.sum_out\[4\],55.72
_25774_,55.7
clknet_leaf_261_clk,55.68
u_core0.ROW\[3\].COL\[1\].u_pe.b_out\[3\],55.66
u_core0.ROW\[1\].COL\[1\].u_pe.sum_out\[5\],55.64
_16376_,55.62
u_core0.ROW\[28\].COL\[1\].u_pe.sum_out\[11\],55.56
_00224_,55.52
_03861_,55.52
_21656_,55.5
_02092_,55.415
_22231_,55.32
_06220_,55.3
clknet_leaf_5_clk,55.3
_02538_,55.28
_11842_,55.28
_15035_,55.26
clknet_leaf_29_clk,55.26
_23258_,55.21
_04848_,55.195
_22345_,55.18
_21013_,55.16
net849,55.16
_24848_,55.155
_25133_,55.14
_00886_,55.12
clknet_leaf_14_clk,55.12
_08834_,55.08
_25804_,55.08
clknet_leaf_67_clk,55.08
clknet_leaf_192_clk,55.06
_20611_,55.02
_07401_,55.01
_19433_,54.98
clknet_leaf_285_clk,54.96
_01079_,54.94
net863,54.92
_26588_,54.88
u_core0.ROW\[24\].COL\[1\].u_pe.b_out\[1\],54.88
_08061_,54.86
_01099_,54.83
_08568_,54.82
_04720_,54.8
_13632_,54.75
_00033_,54.68
u_core0.ROW\[21\].COL\[1\].u_pe.b_out\[2\],54.68
_18717_,54.64
_24391_,54.61
_10740_,54.575
_20263_,54.54
_02952_,54.5
_19509_,54.48
u_core0.ROW\[8\].COL\[0\].u_pe.sum_out\[16\],54.425
_00937_,54.38
_11474_,54.38
_23895_,54.38
_00641_,54.3
_00878_,54.3
_09806_,54.3
u_core0.ROW\[17\].COL\[0\].u_pe.b_out\[7\],54.27
_14946_,54.255
u_core0.ROW\[13\].COL\[0\].u_pe.b_out\[1\],54.24
_06223_,54.18
u_core0.ROW\[5\].COL\[0\].u_pe.sum_out\[5\],54.18
_03418_,54.16
_21348_,54.14
_05709_,54.12
clknet_leaf_223_clk,54.12
_16602_,54.1
_09740_,54.02
_05543_,54.01
_13228_,53.98
_17658_,53.94
_02700_,53.915
_11915_,53.87
clknet_leaf_204_clk,53.84
_13759_,53.685
_07574_,53.66
_18117_,53.64
_06704_,53.61
_11104_,53.59
_07197_,53.58
_20834_,53.56
_02310_,53.5
_22081_,53.5
clknet_leaf_217_clk,53.38
_07970_,53.32
_21142_,53.3
clknet_leaf_113_clk,53.3
u_core0.ROW\[8\].COL\[0\].u_pe.sum_out\[2\],53.28
u_core0.ROW\[25\].COL\[1\].u_pe.b_out\[4\],53.26
clknet_leaf_252_clk,53.26
u_core0.ROW\[13\].COL\[0\].u_pe.sum_out\[2\],53.22
_15100_,53.2
_18843_,53.2
_23603_,53.18
_04209_,53.14
_26827_,53.02
u_core0.ROW\[2\].COL\[0\].u_pe.sum_out\[9\],53.02
clknet_leaf_0_clk,53
clknet_leaf_13_clk,53
_00650_,52.96
clknet_leaf_145_clk,52.96
clknet_leaf_199_clk,52.96
_20876_,52.94
_22860_,52.92
_11877_,52.9
clknet_leaf_264_clk,52.9
net257,52.88
_25415_,52.84
_19933_,52.8
_21549_,52.8
u_core0.ROW\[19\].COL\[1\].u_pe.b_out\[5\],52.8
_03414_,52.76
_10852_,52.76
_08564_,52.7
_25081_,52.67
_23124_,52.57
_12843_,52.56
_24166_,52.54
_06989_,52.52
_19711_,52.52
_18235_,52.51
_03080_,52.44
_23688_,52.42
_02769_,52.37
_01502_,52.3
_19419_,52.3
_11924_,52.295
_19875_,52.275
clknet_leaf_273_clk,52.24
_23000_,52.22
_23686_,52.22
_00226_,52.2
_00864_,52.18
_03829_,52.18
_00950_,52.12
clknet_leaf_149_clk,52.12
_03654_,52.1
_02868_,52.095
_23175_,52.08
_05668_,52.04
_05853_,52.04
clknet_leaf_48_clk,52
clknet_leaf_221_clk,51.98
_02706_,51.96
u_core0.ROW\[4\].COL\[1\].u_pe.sum_out\[0\],51.96
_02300_,51.92
_22505_,51.9
_14288_,51.88
_23017_,51.82
_13308_,51.8
_16818_,51.8
_03834_,51.74
_16089_,51.72
_07696_,51.67
_22403_,51.65
_23696_,51.625
_10659_,51.62
_17519_,51.615
_05139_,51.585
_02367_,51.58
u_core0.ROW\[15\].COL\[0\].u_pe.b_out\[1\],51.58
_04386_,51.56
u_core0.ROW\[8\].COL\[1\].u_pe.sum_out\[1\],51.56
_00562_,51.52
u_core0.ROW\[0\].COL\[1\].u_pe.b_out\[1\],51.52
_23012_,51.51
_20911_,51.5
clknet_leaf_275_clk,51.5
_00480_,51.48
_08892_,51.46
_24790_,51.44
u_core0.ROW\[13\].COL\[0\].u_pe.sum_out\[6\],51.38
_06074_,51.34
_03125_,51.32
clknet_leaf_117_clk,51.32
mem1_rdata\[4\],51.31
_26895_,51.2
_05704_,51.185
_27014_,51.18
_08010_,51.16
_01479_,51.14
_23553_,51.14
_24416_,51.14
_25185_,51.14
_04782_,51.13
_15912_,51.12
_15071_,51.11
u_core0.ROW\[7\].COL\[1\].u_pe.sum_out\[6\],51.1
u_core0.ROW\[24\].COL\[0\].u_pe.sum_out\[6\],51.06
_00640_,51.02
_10974_,50.98
_19834_,50.98
_20612_,50.98
_20914_,50.98
_23968_,50.96
_07254_,50.95
_21446_,50.95
_25305_,50.88
_23568_,50.82
u_core0.ROW\[3\].COL\[1\].u_pe.sum_out\[6\],50.82
u_core0.ROW\[0\].COL\[0\].u_pe.sum_out\[2\],50.76
_04349_,50.75
_12255_,50.73
clknet_leaf_262_clk,50.67
_15791_,50.62
_23057_,50.6
u_core0.ROW\[29\].COL\[0\].u_pe.sum_out\[6\],50.6
u_core0.ROW\[4\].COL\[0\].u_pe.b_out\[7\],50.54
_00467_,50.5
_21222_,50.48
_10099_,50.47
_04513_,50.46
_21383_,50.44
_07269_,50.42
_15069_,50.36
_22153_,50.34
u_core0.ROW\[3\].COL\[1\].u_pe.sum_out\[9\],50.3
_17555_,50.28
_04914_,50.275
_04941_,50.26
_09236_,50.22
u_core0.ROW\[21\].COL\[0\].u_pe.sum_out\[2\],50.16
_02728_,50.125
_00563_,50.06
_20568_,50.04
_00960_,50
_14495_,50
_02978_,49.995
clknet_leaf_248_clk,49.98
clknet_leaf_58_clk,49.96
_25522_,49.94
_20379_,49.86
_00629_,49.84
_21033_,49.84
_23308_,49.84
u_core0.ROW\[7\].COL\[1\].u_pe.sum_out\[9\],49.84
_08064_,49.82
_25820_,49.82
clknet_leaf_75_clk,49.82
_11760_,49.8
u_core0.ROW\[7\].COL\[0\].u_pe.b_out\[5\],49.785
_21542_,49.74
_09749_,49.7
_13004_,49.7
u_core0.ROW\[11\].COL\[1\].u_pe.b_out\[2\],49.685
_08898_,49.66
_26416_,49.66
u_core0.ROW\[13\].COL\[0\].u_pe.a_out\[0\],49.66
_19160_,49.64
_12198_,49.6
_08600_,49.59
clknet_leaf_148_clk,49.58
_03018_,49.535
_04170_,49.52
_19078_,49.51
u_core0.ROW\[13\].COL\[0\].u_pe.sum_out\[4\],49.5
_07287_,49.46
_00303_,49.44
_07442_,49.44
_10049_,49.42
_25640_,49.4
_22111_,49.38
_02977_,49.33
_20688_,49.3
u_core0.ROW\[19\].COL\[1\].u_pe.b_out\[0\],49.3
_03405_,49.28
_21533_,49.28
u_core0.ROW\[4\].COL\[0\].u_pe.sum_out\[13\],49.22
_13241_,49.2
_18019_,49.2
_06895_,49.16
_02566_,49.12
_06091_,49.12
_06896_,49.1
_23569_,49.06
_03565_,49.04
_01293_,49.01
_24476_,49
_02466_,48.98
_09158_,48.98
_21630_,48.97
_03242_,48.94
_08518_,48.9
_25780_,48.9
_20817_,48.86
_22936_,48.855
u_core0.ROW\[10\].COL\[1\].u_pe.b_out\[7\],48.82
_26891_,48.815
_07080_,48.72
_13251_,48.7
clknet_leaf_19_clk,48.68
_16505_,48.62
_05089_,48.6
_06288_,48.6
u_core0.ROW\[12\].COL\[0\].u_pe.sum_out\[1\],48.6
_03384_,48.59
u_core0.ROW\[18\].COL\[0\].u_pe.sum_out\[3\],48.59
_17682_,48.58
_07623_,48.57
u_core0.ROW\[10\].COL\[1\].u_pe.sum_out\[4\],48.56
u_core0.ROW\[12\].COL\[1\].u_pe.b_out\[5\],48.56
clknet_leaf_272_clk,48.56
_00958_,48.54
_00569_,48.52
_00716_,48.52
_08783_,48.51
_14395_,48.5
u_core0.ROW\[2\].COL\[0\].u_pe.sum_out\[1\],48.5
_13942_,48.44
_22360_,48.435
_09313_,48.4
_05236_,48.38
_04565_,48.37
_04185_,48.36
_01093_,48.34
_10618_,48.34
_24111_,48.32
clknet_leaf_81_clk,48.32
u_core0.ROW\[0\].COL\[0\].u_pe.sum_out\[4\],48.31
_06622_,48.295
_09584_,48.26
_21112_,48.26
_06012_,48.22
_14146_,48.22
_11295_,48.2
u_core0.ROW\[11\].COL\[1\].u_pe.b_out\[7\],48.16
_06550_,48.15
u_core0.ROW\[24\].COL\[0\].u_pe.sum_out\[5\],48.13
net983,48.12
_11233_,48.1
u_core0.ROW\[12\].COL\[1\].u_pe.sum_out\[3\],48.1
_20749_,48.04
_07086_,48.035
_04436_,48
_05764_,47.98
_21673_,47.98
_25397_,47.98
u_core0.ROW\[0\].COL\[1\].u_pe.b_out\[4\],47.98
_03757_,47.93
_18190_,47.92
_19614_,47.9
_00768_,47.88
_04382_,47.88
u_core0.ROW\[28\].COL\[1\].u_pe.b_out\[5\],47.88
_25947_,47.86
_14780_,47.85
_05316_,47.82
net862,47.82
_00715_,47.78
_01371_,47.74
_11758_,47.74
_21429_,47.7
_19394_,47.68
_20648_,47.68
u_core0.ROW\[7\].COL\[1\].u_pe.b_out\[5\],47.68
_23071_,47.67
_04884_,47.66
_07458_,47.66
_02883_,47.64
_09991_,47.64
clknet_leaf_241_clk,47.64
_15524_,47.54
_05000_,47.49
_26016_,47.46
_08044_,47.42
_19350_,47.42
clknet_leaf_283_clk,47.42
net639,47.41
_12738_,47.37
_04381_,47.36
_17585_,47.34
_22118_,47.3
_22075_,47.255
_04474_,47.18
_04923_,47.18
_05217_,47.115
_25252_,47.115
_20747_,47.08
_02361_,47.07
_20956_,47.07
_22819_,47.04
_12933_,47.02
_14432_,46.98
_08363_,46.96
_00294_,46.94
_07813_,46.88
_04236_,46.85
_02882_,46.82
u_core0.ROW\[0\].COL\[1\].u_pe.sum_out\[6\],46.82
_02302_,46.79
_10480_,46.74
_23224_,46.735
_11857_,46.73
_00244_,46.72
u_core0.ROW\[24\].COL\[1\].u_pe.sum_out\[2\],46.7
_06872_,46.68
_16385_,46.64
_03937_,46.6
_20999_,46.6
_26922_,46.54
_06530_,46.53
_03809_,46.52
_05126_,46.5
_05240_,46.5
_07599_,46.5
_10039_,46.5
u_core0.ROW\[5\].COL\[0\].u_pe.sum_out\[4\],46.5
_06354_,46.48
_07702_,46.48
_13227_,46.44
_25879_,46.41
_08379_,46.385
_02672_,46.38
_07814_,46.38
clknet_leaf_102_clk,46.36
_22367_,46.32
_02928_,46.28
_19238_,46.26
clknet_leaf_265_clk,46.24
clknet_leaf_190_clk,46.22
_24741_,46.2
_07818_,46.16
_17293_,46.14
clknet_leaf_152_clk,46.14
clknet_leaf_57_clk,46.1
_24021_,46.08
_14645_,46.06
_02707_,46.04
_05780_,46.04
_21725_,46.04
u_core0.ROW\[24\].COL\[1\].u_pe.sum_out\[4\],46.04
_09220_,46.02
_08616_,46
_07576_,45.94
u_core0.ROW\[8\].COL\[1\].u_pe.sum_out\[0\],45.94
clknet_leaf_84_clk,45.94
_10244_,45.92
_00921_,45.9
_07393_,45.9
_01623_,45.89
_04291_,45.89
_18174_,45.86
_16680_,45.82
_22720_,45.82
_23350_,45.8
_04162_,45.79
_14066_,45.78
_00561_,45.76
_20874_,45.76
_21293_,45.74
_14262_,45.7
_08189_,45.675
_08011_,45.66
_22228_,45.635
_09100_,45.6
_18273_,45.58
_03566_,45.56
_24279_,45.56
_03962_,45.555
_08359_,45.5
u_core0.ROW\[6\].COL\[0\].u_pe.sum_out\[6\],45.49
_06999_,45.41
_18073_,45.4
u_core0.ROW\[17\].COL\[1\].u_pe.b_out\[4\],45.4
_23346_,45.36
_03016_,45.3
_06225_,45.3
_16809_,45.3
_23458_,45.29
_19691_,45.28
_02743_,45.24
_01557_,45.16
_20466_,45.14
_19717_,45.12
_12071_,45.1
_04494_,45.09
_12620_,45.08
_23295_,45.08
_04013_,45.06
_21227_,45.04
_25893_,45.04
_07126_,45.02
_01841_,44.98
_02560_,44.98
_19430_,44.98
net911,44.98
clknet_leaf_256_clk,44.97
clknet_leaf_258_clk,44.96
_05674_,44.92
_08045_,44.92
_21740_,44.92
_17936_,44.86
_17666_,44.84
_15834_,44.82
clknet_leaf_56_clk,44.82
_10832_,44.8
_24051_,44.8
u_core0.ROW\[26\].COL\[0\].u_pe.sum_out\[11\],44.8
_15482_,44.76
_07560_,44.74
_08550_,44.72
_11390_,44.7
_26839_,44.7
_08882_,44.64
_13965_,44.64
_15804_,44.62
_05276_,44.615
_11267_,44.6
u_core0.ROW\[7\].COL\[0\].u_pe.b_out\[2\],44.58
_08831_,44.54
_23330_,44.54
_26743_,44.52
_00873_,44.5
_00888_,44.485
_00713_,44.48
_09790_,44.44
_18686_,44.44
u_core0.ROW\[3\].COL\[1\].u_pe.sum_out\[10\],44.44
_07747_,44.42
_19275_,44.42
_21126_,44.415
u_core0.ROW\[11\].COL\[1\].u_pe.b_out\[6\],44.38
clknet_leaf_86_clk,44.38
_01253_,44.36
_05769_,44.325
_21170_,44.32
u_core0.ROW\[6\].COL\[0\].u_pe.sum_out\[10\],44.32
_11176_,44.3
_02082_,44.28
_05136_,44.26
_15210_,44.26
_17219_,44.26
_23122_,44.26
_26574_,44.24
u_core0.ROW\[11\].COL\[0\].u_pe.b_out\[7\],44.22
clknet_leaf_175_clk,44.22
_02671_,44.2
_16051_,44.2
_08396_,44.16
_20219_,44.14
u_core0.ROW\[20\].COL\[1\].u_pe.sum_out\[9\],44.14
_05765_,44.06
_16193_,44.06
_04312_,44.04
_08500_,44.04
_08733_,44.04
_11388_,44.04
_11213_,44.01
_01948_,43.98
_00230_,43.96
_03683_,43.96
_17469_,43.94
_21988_,43.93
_00194_,43.92
_02958_,43.9
u_core0.ROW\[26\].COL\[1\].u_pe.sum_out\[11\],43.9
u_core0.ROW\[16\].COL\[1\].u_pe.sum_out\[0\],43.88
_10080_,43.84
_17492_,43.84
_27005_,43.82
_03208_,43.76
_03330_,43.75
_07875_,43.74
_14073_,43.74
_20614_,43.74
_24232_,43.74
_13694_,43.72
_05605_,43.7
_17838_,43.7
u_core0.ROW\[29\].COL\[0\].u_pe.sum_out\[3\],43.7
_02736_,43.66
_25355_,43.66
_09691_,43.64
_12012_,43.64
_00771_,43.62
_07717_,43.6
_23357_,43.57
_02784_,43.56
_04048_,43.56
_03605_,43.54
u_core0.ROW\[3\].COL\[1\].u_pe.sum_out\[8\],43.54
clknet_leaf_213_clk,43.54
u_core0.ROW\[20\].COL\[0\].u_pe.sum_out\[9\],43.52
_02360_,43.5
_16200_,43.5
u_core0.ROW\[20\].COL\[1\].u_pe.sum_out\[0\],43.48
_18952_,43.46
_20230_,43.46
_22961_,43.46
_24608_,43.46
_11307_,43.44
u_core0.ROW\[5\].COL\[0\].u_pe.sum_out\[0\],43.44
_20525_,43.42
_04752_,43.4
_16857_,43.38
_18283_,43.38
clknet_leaf_36_clk,43.36
_12395_,43.34
_02063_,43.32
_22675_,43.3
u_core0.ROW\[17\].COL\[0\].u_pe.sum_out\[14\],43.3
clknet_leaf_206_clk,43.29
_08591_,43.26
_08866_,43.26
_24408_,43.26
u_core0.ROW\[25\].COL\[0\].u_pe.sum_out\[12\],43.26
_14468_,43.25
_03379_,43.24
_25381_,43.22
clknet_leaf_219_clk,43.22
_03520_,43.205
_05418_,43.2
_19964_,43.16
_26742_,43.14
_02612_,43.12
_06011_,43.12
_09919_,43.11
_07153_,43.09
_00061_,43.08
_00702_,43.08
_05231_,43.07
_01822_,43.06
_05684_,43.06
_06842_,43.05
_26954_,43.04
u_core0.ROW\[14\].COL\[1\].u_pe.b_out\[2\],43.04
net939,43.04
_22315_,43.03
_07196_,43.02
u_core0.ROW\[26\].COL\[1\].u_pe.b_out\[0\],43
_08223_,42.98
u_core0.ROW\[17\].COL\[1\].u_pe.b_out\[5\],42.96
_02276_,42.95
_09345_,42.94
_10212_,42.94
_15584_,42.9
_17215_,42.9
u_core0.ROW\[0\].COL\[1\].u_pe.sum_out\[9\],42.88
u_core0.ROW\[26\].COL\[0\].u_pe.sum_out\[12\],42.875
_04629_,42.86
_13748_,42.86
_02410_,42.84
_04197_,42.84
u_core0.ROW\[16\].COL\[1\].u_pe.b_out\[7\],42.84
_26952_,42.82
_23796_,42.8
_06512_,42.79
_25894_,42.78
u_core0.ROW\[16\].COL\[0\].u_pe.sum_out\[11\],42.77
_22683_,42.76
_02771_,42.73
_06247_,42.7
_20061_,42.7
_01070_,42.68
_02080_,42.68
_17324_,42.66
u_core0.ROW\[4\].COL\[1\].u_pe.sum_out\[7\],42.64
u_core0.ROW\[13\].COL\[0\].u_pe.sum_out\[13\],42.62
_14162_,42.58
_07559_,42.56
_08366_,42.54
_22759_,42.54
_22808_,42.54
_01148_,42.515
_02718_,42.5
_13782_,42.5
_14826_,42.5
_23139_,42.48
_26814_,42.46
net930,42.46
_05013_,42.42
_10886_,42.42
_16161_,42.42
_12848_,42.41
clknet_leaf_112_clk,42.38
u_core0.ROW\[30\].COL\[0\].u_pe.sum_out\[1\],42.37
_03797_,42.36
_00619_,42.345
_22523_,42.34
_07437_,42.3
_21544_,42.3
_11184_,42.26
_15916_,42.24
u_core0.ROW\[21\].COL\[0\].u_pe.sum_out\[9\],42.22
_22540_,42.2
_04420_,42.18
_04697_,42.18
_03916_,42.16
_11345_,42.16
_20332_,42.16
_22995_,42.16
_19105_,42.155
_07578_,42.15
_26979_,42.15
_13126_,42.12
_16389_,42.12
_17139_,42.12
_19218_,42.12
_24975_,42.12
u_core0.ROW\[23\].COL\[0\].u_pe.sum_out\[13\],42.02
_00710_,42
_13368_,42
_06992_,41.995
_10624_,41.98
_12150_,41.98
_10619_,41.96
_15209_,41.96
u_core0.ROW\[27\].COL\[1\].u_pe.sum_out\[3\],41.94
_21568_,41.925
_04141_,41.92
_26927_,41.92
u_core0.ROW\[18\].COL\[1\].u_pe.b_out\[7\],41.9
_11868_,41.88
_20613_,41.87
_25429_,41.855
_06691_,41.84
_06591_,41.8
clknet_leaf_115_clk,41.8
_13767_,41.78
_21807_,41.78
_11303_,41.76
_12393_,41.76
_22810_,41.74
_11776_,41.72
_07320_,41.7
_10284_,41.7
u_core0.ROW\[11\].COL\[0\].u_pe.sum_out\[9\],41.68
_03005_,41.66
_21454_,41.66
_18719_,41.63
_00721_,41.62
_09664_,41.6
u_core0.ROW\[27\].COL\[1\].u_pe.sum_out\[2\],41.54
_01332_,41.5
_05639_,41.49
_21793_,41.49
u_core0.ROW\[14\].COL\[0\].u_pe.sum_out\[9\],41.48
_04760_,41.44
_23482_,41.44
u_core0.ROW\[29\].COL\[1\].u_pe.sum_out\[10\],41.44
_07111_,41.42
_03153_,41.37
_01429_,41.32
_25907_,41.3
u_core0.ROW\[29\].COL\[0\].u_pe.b_out\[3\],41.3
_01104_,41.28
_05663_,41.26
_24475_,41.24
_17348_,41.22
_21140_,41.22
_05910_,41.2
_13560_,41.2
_04919_,41.18
_13297_,41.18
u_core0.ROW\[26\].COL\[0\].u_pe.sum_out\[9\],41.165
u_core0.ROW\[6\].COL\[0\].u_pe.sum_out\[14\],41.14
_01285_,41.12
_18303_,41.12
_04485_,41.1
_14747_,41.1
_19414_,41.1
_04695_,41.08
_03133_,41.06
_13611_,41.06
_12704_,41.02
_21255_,41
_24113_,41
u_core0.ROW\[24\].COL\[1\].u_pe.sum_out\[10\],41
_07093_,40.98
_13369_,40.91
_23064_,40.91
u_core0.ROW\[22\].COL\[1\].u_pe.sum_out\[6\],40.9
u_core0.ROW\[0\].COL\[1\].u_pe.sum_out\[8\],40.88
_08233_,40.87
_14889_,40.86
_05212_,40.84
_26624_,40.81
_06541_,40.8
_14258_,40.78
_11167_,40.76
_11266_,40.76
_21781_,40.76
_04624_,40.74
_06058_,40.74
